churn,chat_log
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
1,"Customer: The tracking shows 'Delivered,' but the package is nowhere in sight.
Agent: Carrier errors happen. We can start a trace, but that takes time.
Customer: I need my item now. Just refund me.
Agent: Refund processed. We will handle the carrier claim.
Customer: Good riddance."
0,"Customer: Can I get an invoice that clearly breaks down the tax and shipping charges?
Agent: Yes, the detailed PDF invoice under 'Order History' breaks down all charges line by line.
Customer: Where do I find that?
Agent: Under 'My Orders,' click 'View Invoice PDF.'
Customer: Found it. Thanks."
1,"Customer: I was promised a call back from a supervisor regarding a major billing error yesterday. No call.
Agent: I sincerely apologize for the failure to meet the commitment.
Customer: Promises mean nothing.
Agent: I am contacting the supervisor now for an immediate resolution call.
Customer: Make sure they call."
0,"Customer: I need to know if the jewelry is solid silver or just plated.
Agent: This piece is 925 Sterling Silver, stamped on the clasp.
Customer: That's important for longevity.
Agent: It's solid silver, not plated.
Customer: Thanks."
1,"Customer: I paid for next-day shipping, but it arrived two days late.
Agent: I see the service guarantee was breached.
Customer: Refund the extra shipping cost immediately.
Agent: Shipping fee refunded.
Customer: I won't use your express service again."
0,"Customer: I want to confirm if this jacket is lined for winter use or just a shell.
Agent: This is a mid-weight shell, best for rain and wind, not extreme cold.
Customer: Okay, I need something warmer then.
Agent: We have insulated options available if you'd like to browse.
Customer: I'll check those out."
1,"Customer: I received a notification that my order was cancelled due to 'stock issue' after I paid.
Agent: Our inventory sync failed, causing a false confirmation.
Customer: So you took my money for something you don't have.
Agent: I am refunding you immediately and setting an alert for when it's restocked.
Customer: Just cancel it. I'll buy it elsewhere."
0,"Customer: Can I change my subscription to arrive every 6 weeks instead of 4?
Agent: Yes, you can set custom intervals in your subscription settings.
Customer: I'll set it for 6 weeks.
Agent: Setting adjusted.
Customer: Thanks."
1,"Customer: I tried to use the online return portal, but it keeps crashing when I select the reason.
Agent: I apologize for the buggy interface.
Customer: So I have to use chat for simple returns?
Agent: I can authorize the return manually right now.
Customer: Fine, authorize it."
0,"Customer: I need to know if this tool set comes with a carrying case.
Agent: Yes, it includes a durable, impact-resistant plastic carrying case.
Customer: Is the case sturdy enough for a job site?
Agent: Yes, it's designed for professional environments.
Customer: Good to know."
1,"Customer: I was promised a price match credit within 48 hours, and it's been 72 with no update.
Agent: I sincerely apologize for the delay on the pricing team's end.
Customer: I almost cancelled the order waiting for it.
Agent: I have manually applied the difference back to your card now.
Customer: Okay."
0,"Customer: Does this electronic device support connection via an Ethernet cable?
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi.
Agent: We agree.
Customer: Thanks."
1,"Customer: I received a damaged item, and the return label you emailed is for the wrong product entirely.
Agent: I apologize for the repeated fulfillment errors on this order.
Customer: This is getting ridiculous.
Agent: I am issuing a full refund immediately and arranging a pickup for the wrong item.
Customer: Good."
0,"Customer: I'm looking for a non-stick frying pan safe for induction cooktops.
Agent: Our ceramic-coated pans are fully induction compatible.
Customer: Are they PFOA-free?
Agent: Yes, they are completely free of PFOA and PTFE chemicals.
Customer: Perfect for my health goals."
1,"Customer: I was double-charged for the same item on my credit card.
Agent: I see the duplicate charge. It's likely a temporary hold that will drop.
Customer: I need that money available now.
Agent: I am manually voiding the duplicate authorization immediately. It should reflect soon.
Customer: Confirm when it's voided."
0,"Customer: Can I use my accumulated loyalty points to cover *only* the shipping fee this time?
Agent: Yes, you can specify the exact dollar amount you wish to redeem at checkout.
Customer: Smart, I want to save my points for the item discount.
Agent: That's the best strategy.
Customer: Thanks."
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
1,"Customer: The tracking shows 'Delivered,' but the package is nowhere in sight.
Agent: Carrier errors happen. We can start a trace, but that takes time.
Customer: I need my item now. Just refund me.
Agent: Refund processed. We will handle the carrier claim.
Customer: Good riddance."
0,"Customer: Can I get an invoice that clearly breaks down the tax and shipping charges?
Agent: Yes, the detailed PDF invoice under 'Order History' breaks down all charges line by line.
Customer: Where do I find that?
Agent: Under 'My Orders,' click 'View Invoice PDF.'
Customer: Found it. Thanks."
1,"Customer: I was promised a call back from a supervisor regarding a major billing error yesterday. No call.
Agent: I sincerely apologize for the failure to meet the commitment.
Customer: Promises mean nothing.
Agent: I am contacting the supervisor now for an immediate resolution call.
Customer: Make sure they call."
0,"Customer: I need to know if the jewelry is solid silver or just plated.
Agent: This piece is 925 Sterling Silver, stamped on the clasp.
Customer: That's important for longevity.
Agent: It's solid silver, not plated.
Customer: Thanks."
1,"Customer: I paid for next-day shipping, but it arrived two days late.
Agent: I see the service guarantee was breached.
Customer: Refund the extra shipping cost immediately.
Agent: Shipping fee refunded.
Customer: I won't use your express service again."
0,"Customer: I want to confirm if this jacket is lined for winter use or just a shell.
Agent: This is a mid-weight shell, best for rain and wind, not extreme cold.
Customer: Okay, I need something warmer then.
Agent: We have insulated options available if you'd like to browse.
Customer: I'll check those out."
1,"Customer: I received a notification that my order was cancelled due to 'stock issue' after I paid.
Agent: Our inventory sync failed, causing a false confirmation.
Customer: So you took my money for something you don't have.
Agent: I am refunding you immediately and setting an alert for when it's restocked.
Customer: Just cancel it. I'll buy it elsewhere."
0,"Customer: Can I change my subscription to arrive every 6 weeks instead of 4?
Agent: Yes, you can set custom intervals in your subscription settings.
Customer: I'll set it for 6 weeks.
Agent: Setting adjusted.
Customer: Thanks."
1,"Customer: I tried to use the online return portal, but it keeps crashing when I select the reason.
Agent: I apologize for the buggy interface.
Customer: So I have to use chat for simple returns?
Agent: I can authorize the return manually right now.
Customer: Fine, authorize it."
0,"Customer: I need to know if this tool set comes with a carrying case.
Agent: Yes, it includes a durable, impact-resistant plastic carrying case.
Customer: Is the case sturdy enough for a job site?
Agent: Yes, it's designed for professional environments.
Customer: Good to know."
1,"Customer: I was promised a price match credit within 48 hours, and it's been 72 with no update.
Agent: I sincerely apologize for the delay on the pricing team's end.
Customer: I almost cancelled the order waiting for it.
Agent: I have manually applied the difference back to your card now.
Customer: Okay."
0,"Customer: Does this electronic device support connection via an Ethernet cable?
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi.
Agent: We agree.
Customer: Thanks."
1,"Customer: I received a damaged item, and the return label you emailed is for the wrong product entirely.
Agent: I apologize for the repeated fulfillment errors on this order.
Customer: This is getting ridiculous.
Agent: I am issuing a full refund immediately and arranging a pickup for the wrong item.
Customer: Good."
0,"Customer: I'm looking for a non-stick frying pan safe for induction cooktops.
Agent: Our ceramic-coated pans are fully induction compatible.
Customer: Are they PFOA-free?
Agent: Yes, they are completely free of PFOA and PTFE chemicals.
Customer: Perfect for my health goals."
1,"Customer: I was double-charged for the same item on my credit card.
Agent: I see the duplicate charge. It's likely a temporary hold that will drop.
Customer: I need that money available now.
Agent: I am manually voiding the duplicate authorization immediately. It should reflect soon.
Customer: Confirm when it's voided."
0,"Customer: Can I use my accumulated loyalty points to cover *only* the shipping fee this time?
Agent: Yes, you can specify the exact dollar amount you wish to redeem at checkout.
Customer: Smart, I want to save my points for the item discount.
Agent: That's the best strategy.
Customer: Thanks."
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
1,"Customer: The tracking shows 'Delivered,' but the package is nowhere in sight.
Agent: Carrier errors happen. We can start a trace, but that takes time.
Customer: I need my item now. Just refund me.
Agent: Refund processed. We will handle the carrier claim.
Customer: Good riddance."
0,"Customer: Can I get an invoice that clearly breaks down the tax and shipping charges?
Agent: Yes, the detailed PDF invoice under 'Order History' breaks down all charges line by line.
Customer: Where do I find that?
Agent: Under 'My Orders,' click 'View Invoice PDF.'
Customer: Found it. Thanks."
1,"Customer: I was promised a call back from a supervisor regarding a major billing error yesterday. No call.
Agent: I sincerely apologize for the failure to meet the commitment.
Customer: Promises mean nothing.
Agent: I am contacting the supervisor now for an immediate resolution call.
Customer: Make sure they call."
0,"Customer: I need to know if the jewelry is solid silver or just plated.
Agent: This piece is 925 Sterling Silver, stamped on the clasp.
Customer: That's important for longevity.
Agent: It's solid silver, not plated.
Customer: Thanks."
1,"Customer: I paid for next-day shipping, but it arrived two days late.
Agent: I see the service guarantee was breached.
Customer: Refund the extra shipping cost immediately.
Agent: Shipping fee refunded.
Customer: I won't use your express service again."
0,"Customer: I want to confirm if this jacket is lined for winter use or just a shell.
Agent: This is a mid-weight shell, best for rain and wind, not extreme cold.
Customer: Okay, I need something warmer then.
Agent: We have insulated options available if you'd like to browse.
Customer: I'll check those out."
1,"Customer: I received a notification that my order was cancelled due to 'stock issue' after I paid.
Agent: Our inventory sync failed, causing a false confirmation.
Customer: So you took my money for something you don't have.
Agent: I am refunding you immediately and setting an alert for when it's restocked.
Customer: Just cancel it. I'll buy it elsewhere."
0,"Customer: Can I change my subscription to arrive every 6 weeks instead of 4?
Agent: Yes, you can set custom intervals in your subscription settings.
Customer: I'll set it for 6 weeks.
Agent: Setting adjusted.
Customer: Thanks."
1,"Customer: I tried to use the online return portal, but it keeps crashing when I select the reason.
Agent: I apologize for the buggy interface.
Customer: So I have to use chat for simple returns?
Agent: I can authorize the return manually right now.
Customer: Fine, authorize it."
0,"Customer: I need to know if this tool set comes with a carrying case.
Agent: Yes, it includes a durable, impact-resistant plastic carrying case.
Customer: Is the case sturdy enough for a job site?
Agent: Yes, it's designed for professional environments.
Customer: Good to know."
1,"Customer: I was promised a price match credit within 48 hours, and it's been 72 with no update.
Agent: I sincerely apologize for the delay on the pricing team's end.
Customer: I almost cancelled the order waiting for it.
Agent: I have manually applied the difference back to your card now.
Customer: Okay."
0,"Customer: Does this electronic device support connection via an Ethernet cable?
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi.
Agent: We agree.
Customer: Thanks."
1,"Customer: I received a damaged item, and the return label you emailed is for the wrong product entirely.
Agent: I apologize for the repeated fulfillment errors on this order.
Customer: This is getting ridiculous.
Agent: I am issuing a full refund immediately and arranging a pickup for the wrong item.
Customer: Good."
0,"Customer: I'm looking for a non-stick frying pan safe for induction cooktops.
Agent: Our ceramic-coated pans are fully induction compatible.
Customer: Are they PFOA-free?
Agent: Yes, they are completely free of PFOA and PTFE chemicals.
Customer: Perfect for my health goals."
1,"Customer: I was double-charged for the same item on my credit card.
Agent: I see the duplicate charge. It's likely a temporary hold that will drop.
Customer: I need that money available now.
Agent: I am manually voiding the duplicate authorization immediately. It should reflect soon.
Customer: Confirm when it's voided."
0,"Customer: Can I use my accumulated loyalty points to cover *only* the shipping fee this time?
Agent: Yes, you can specify the exact dollar amount you wish to redeem at checkout.
Customer: Smart, I want to save my points for the item discount.
Agent: That's the best strategy.
Customer: Thanks."
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
1,"Customer: The tracking shows 'Delivered,' but the package is nowhere in sight.
Agent: Carrier errors happen. We can start a trace, but that takes time.
Customer: I need my item now. Just refund me.
Agent: Refund processed. We will handle the carrier claim.
Customer: Good riddance."
0,"Customer: Can I get an invoice that clearly breaks down the tax and shipping charges?
Agent: Yes, the detailed PDF invoice under 'Order History' breaks down all charges line by line.
Customer: Where do I find that?
Agent: Under 'My Orders,' click 'View Invoice PDF.'
Customer: Found it. Thanks."
1,"Customer: I was promised a call back from a supervisor regarding a major billing error yesterday. No call.
Agent: I sincerely apologize for the failure to meet the commitment.
Customer: Promises mean nothing.
Agent: I am contacting the supervisor now for an immediate resolution call.
Customer: Make sure they call."
0,"Customer: I need to know if the jewelry is solid silver or just plated.
Agent: This piece is 925 Sterling Silver, stamped on the clasp.
Customer: That's important for longevity.
Agent: It's solid silver, not plated.
Customer: Thanks."
1,"Customer: I paid for next-day shipping, but it arrived two days late.
Agent: I see the service guarantee was breached.
Customer: Refund the extra shipping cost immediately.
Agent: Shipping fee refunded.
Customer: I won't use your express service again."
0,"Customer: I want to confirm if this jacket is lined for winter use or just a shell.
Agent: This is a mid-weight shell, best for rain and wind, not extreme cold.
Customer: Okay, I need something warmer then.
Agent: We have insulated options available if you'd like to browse.
Customer: I'll check those out."
1,"Customer: I received a notification that my order was cancelled due to 'stock issue' after I paid.
Agent: Our inventory sync failed, causing a false confirmation.
Customer: So you took my money for something you don't have.
Agent: I am refunding you immediately and setting an alert for when it's restocked.
Customer: Just cancel it. I'll buy it elsewhere."
0,"Customer: Can I change my subscription to arrive every 6 weeks instead of 4?
Agent: Yes, you can set custom intervals in your subscription settings.
Customer: I'll set it for 6 weeks.
Agent: Setting adjusted.
Customer: Thanks."
1,"Customer: I tried to use the online return portal, but it keeps crashing when I select the reason.
Agent: I apologize for the buggy interface.
Customer: So I have to use chat for simple returns?
Agent: I can authorize the return manually right now.
Customer: Fine, authorize it."
0,"Customer: I need to know if this tool set comes with a carrying case.
Agent: Yes, it includes a durable, impact-resistant plastic carrying case.
Customer: Is the case sturdy enough for a job site?
Agent: Yes, it's designed for professional environments.
Customer: Good to know."
1,"Customer: I was promised a price match credit within 48 hours, and it's been 72 with no update.
Agent: I sincerely apologize for the delay on the pricing team's end.
Customer: I almost cancelled the order waiting for it.
Agent: I have manually applied the difference back to your card now.
Customer: Okay."
0,"Customer: Does this electronic device support connection via an Ethernet cable?
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi.
Agent: We agree.
Customer: Thanks."
1,"Customer: I received a damaged item, and the return label you emailed is for the wrong product entirely.
Agent: I apologize for the repeated fulfillment errors on this order.
Customer: This is getting ridiculous.
Agent: I am issuing a full refund immediately and arranging a pickup for the wrong item.
Customer: Good."
0,"Customer: I'm looking for a non-stick frying pan safe for induction cooktops.
Agent: Our ceramic-coated pans are fully induction compatible.
Customer: Are they PFOA-free?
Agent: Yes, they are completely free of PFOA and PTFE chemicals.
Customer: Perfect for my health goals."
1,"Customer: I was double-charged for the same item on my credit card.
Agent: I see the duplicate charge. It's likely a temporary hold that will drop.
Customer: I need that money available now.
Agent: I am manually voiding the duplicate authorization immediately. It should reflect soon.
Customer: Confirm when it's voided."
0,"Customer: Can I use my accumulated loyalty points to cover *only* the shipping fee this time?
Agent: Yes, you can specify the exact dollar amount you wish to redeem at checkout.
Customer: Smart, I want to save my points for the item discount.
Agent: That's the best strategy.
Customer: Thanks."
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
1,"Customer: The tracking shows 'Delivered,' but the package is nowhere in sight.
Agent: Carrier errors happen. We can start a trace, but that takes time.
Customer: I need my item now. Just refund me.
Agent: Refund processed. We will handle the carrier claim.
Customer: Good riddance."
0,"Customer: Can I get an invoice that clearly breaks down the tax and shipping charges?
Agent: Yes, the detailed PDF invoice under 'Order History' breaks down all charges line by line.
Customer: Where do I find that?
Agent: Under 'My Orders,' click 'View Invoice PDF.'
Customer: Found it. Thanks."
1,"Customer: I was promised a call back from a supervisor regarding a major billing error yesterday. No call.
Agent: I sincerely apologize for the failure to meet the commitment.
Customer: Promises mean nothing.
Agent: I am contacting the supervisor now for an immediate resolution call.
Customer: Make sure they call."
0,"Customer: I need to know if the jewelry is solid silver or just plated.
Agent: This piece is 925 Sterling Silver, stamped on the clasp.
Customer: That's important for longevity.
Agent: It's solid silver, not plated.
Customer: Thanks."
1,"Customer: I paid for next-day shipping, but it arrived two days late.
Agent: I see the service guarantee was breached.
Customer: Refund the extra shipping cost immediately.
Agent: Shipping fee refunded.
Customer: I won't use your express service again."
0,"Customer: I want to confirm if this jacket is lined for winter use or just a shell.
Agent: This is a mid-weight shell, best for rain and wind, not extreme cold.
Customer: Okay, I need something warmer then.
Agent: We have insulated options available if you'd like to browse.
Customer: I'll check those out."
1,"Customer: I received a notification that my order was cancelled due to 'stock issue' after I paid.
Agent: Our inventory sync failed, causing a false confirmation.
Customer: So you took my money for something you don't have.
Agent: I am refunding you immediately and setting an alert for when it's restocked.
Customer: Just cancel it. I'll buy it elsewhere."
0,"Customer: Can I change my subscription to arrive every 6 weeks instead of 4?
Agent: Yes, you can set custom intervals in your subscription settings.
Customer: I'll set it for 6 weeks.
Agent: Setting adjusted.
Customer: Thanks."
1,"Customer: I tried to use the online return portal, but it keeps crashing when I select the reason.
Agent: I apologize for the buggy interface.
Customer: So I have to use chat for simple returns?
Agent: I can authorize the return manually right now.
Customer: Fine, authorize it."
0,"Customer: I need to know if this tool set comes with a carrying case.
Agent: Yes, it includes a durable, impact-resistant plastic carrying case.
Customer: Is the case sturdy enough for a job site?
Agent: Yes, it's designed for professional environments.
Customer: Good to know."
1,"Customer: I was promised a price match credit within 48 hours, and it's been 72 with no update.
Agent: I sincerely apologize for the delay on the pricing team's end.
Customer: I almost cancelled the order waiting for it.
Agent: I have manually applied the difference back to your card now.
Customer: Okay."
0,"Customer: Does this electronic device support connection via an Ethernet cable?
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi.
Agent: We agree.
Customer: Thanks."
1,"Customer: I received a damaged item, and the return label you emailed is for the wrong product entirely.
Agent: I apologize for the repeated fulfillment errors on this order.
Customer: This is getting ridiculous.
Agent: I am issuing a full refund immediately and arranging a pickup for the wrong item.
Customer: Good."
0,"Customer: I'm looking for a non-stick frying pan safe for induction cooktops.
Agent: Our ceramic-coated pans are fully induction compatible.
Customer: Are they PFOA-free?
Agent: Yes, they are completely free of PFOA and PTFE chemicals.
Customer: Perfect for my health goals."
1,"Customer: I was double-charged for the same item on my credit card.
Agent: I see the duplicate charge. It's likely a temporary hold that will drop.
Customer: I need that money available now.
Agent: I am manually voiding the duplicate authorization immediately. It should reflect soon.
Customer: Confirm when it's voided."
0,"Customer: Can I use my accumulated loyalty points to cover *only* the shipping fee this time?
Agent: Yes, you can specify the exact dollar amount you wish to redeem at checkout.
Customer: Smart, I want to save my points for the item discount.
Agent: That's the best strategy.
Customer: Thanks."
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
1,"Customer: The tracking shows 'Delivered,' but the package is nowhere in sight.
Agent: Carrier errors happen. We can start a trace, but that takes time.
Customer: I need my item now. Just refund me.
Agent: Refund processed. We will handle the carrier claim.
Customer: Good riddance."
0,"Customer: Can I get an invoice that clearly breaks down the tax and shipping charges?
Agent: Yes, the detailed PDF invoice under 'Order History' breaks down all charges line by line.
Customer: Where do I find that?
Agent: Under 'My Orders,' click 'View Invoice PDF.'
Customer: Found it. Thanks."
1,"Customer: I was promised a call back from a supervisor regarding a major billing error yesterday. No call.
Agent: I sincerely apologize for the failure to meet the commitment.
Customer: Promises mean nothing.
Agent: I am contacting the supervisor now for an immediate resolution call.
Customer: Make sure they call."
0,"Customer: I need to know if the jewelry is solid silver or just plated.
Agent: This piece is 925 Sterling Silver, stamped on the clasp.
Customer: That's important for longevity.
Agent: It's solid silver, not plated.
Customer: Thanks."
1,"Customer: I paid for next-day shipping, but it arrived two days late.
Agent: I see the service guarantee was breached.
Customer: Refund the extra shipping cost immediately.
Agent: Shipping fee refunded.
Customer: I won't use your express service again."
0,"Customer: I want to confirm if this jacket is lined for winter use or just a shell.
Agent: This is a mid-weight shell, best for rain and wind, not extreme cold.
Customer: Okay, I need something warmer then.
Agent: We have insulated options available if you'd like to browse.
Customer: I'll check those out."
1,"Customer: I received a notification that my order was cancelled due to 'stock issue' after I paid.
Agent: Our inventory sync failed, causing a false confirmation.
Customer: So you took my money for something you don't have.
Agent: I am refunding you immediately and setting an alert for when it's restocked.
Customer: Just cancel it. I'll buy it elsewhere."
0,"Customer: Can I change my subscription to arrive every 6 weeks instead of 4?
Agent: Yes, you can set custom intervals in your subscription settings.
Customer: I'll set it for 6 weeks.
Agent: Setting adjusted.
Customer: Thanks."
1,"Customer: I tried to use the online return portal, but it keeps crashing when I select the reason.
Agent: I apologize for the buggy interface.
Customer: So I have to use chat for simple returns?
Agent: I can authorize the return manually right now.
Customer: Fine, authorize it."
0,"Customer: I need to know if this tool set comes with a carrying case.
Agent: Yes, it includes a durable, impact-resistant plastic carrying case.
Customer: Is the case sturdy enough for a job site?
Agent: Yes, it's designed for professional environments.
Customer: Good to know."
1,"Customer: I was promised a price match credit within 48 hours, and it's been 72 with no update.
Agent: I sincerely apologize for the delay on the pricing team's end.
Customer: I almost cancelled the order waiting for it.
Agent: I have manually applied the difference back to your card now.
Customer: Okay."
0,"Customer: Does this electronic device support connection via an Ethernet cable?
Agent: Yes, it has a dedicated RJ45 port for a wired internet connection.
Customer: That's much more stable than Wi-Fi.
Agent: We agree.
Customer: Thanks."
1,"Customer: I received a damaged item, and the return label you emailed is for the wrong product entirely.
Agent: I apologize for the repeated fulfillment errors on this order.
Customer: This is getting ridiculous.
Agent: I am issuing a full refund immediately and arranging a pickup for the wrong item.
Customer: Good."
0,"Customer: I'm looking for a non-stick frying pan safe for induction cooktops.
Agent: Our ceramic-coated pans are fully induction compatible.
Customer: Are they PFOA-free?
Agent: Yes, they are completely free of PFOA and PTFE chemicals.
Customer: Perfect for my health goals."
1,"Customer: I was double-charged for the same item on my credit card.
Agent: I see the duplicate charge. It's likely a temporary hold that will drop.
Customer: I need that money available now.
Agent: I am manually voiding the duplicate authorization immediately. It should reflect soon.
Customer: Confirm when it's voided."
0,"Customer: Can I use my accumulated loyalty points to cover *only* the shipping fee this time?
Agent: Yes, you can specify the exact dollar amount you wish to redeem at checkout.
Customer: Smart, I want to save my points for the item discount.
Agent: That's the best strategy.
Customer: Thanks."
1,"Customer: The item arrived, but the box was crushed, and the product inside is cracked.
Agent: That's due to rough handling by the courier. We will replace it.
Customer: I don't want a replacement; I want a refund.
Agent: Refund processed. Please dispose of the damaged item.
Customer: Good riddance."
0,"Customer: I need to know if this electronic device is compatible with my older smartphone model (Bluetooth 4.0).
Agent: Yes, it has backward compatibility and will connect via Bluetooth 4.0, though some advanced features may not work.
Customer: That's good enough for me.
Agent: Enjoy the connection!
Customer: Thanks."
1,"Customer: I tried to use the online returns portal, but it won't let me select 'Wrong Item Sent' as a reason.
Agent: I apologize for the buggy portal.
Customer: So I have to use chat for something simple?
Agent: I can authorize the return for 'Wrong Item Sent' manually right now.
Customer: Fine, authorize it."
0,"Customer: I'm looking for a highly-rated, durable backpack that fits a 17-inch laptop.
Agent: Our 'Voyager' backpack has a dedicated, padded sleeve for up to 17.3 inches.
Customer: Does it have good shoulder padding?
Agent: Yes, it features ergonomic, high-density foam straps.
Customer: Sounds like a winner."
